01,07,Negative task,R,Non-Manipulation,0,0,20970,20986,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,20977,20993,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,20986,21002,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,20993,21009,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21002,21018,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21009,21025,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21018,21034,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21025,21041,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21034,21050,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21041,21057,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21050,21066,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21057,21073,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21066,21082,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21073,21089,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21082,21098,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21089,21105,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21098,21114,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21105,21121,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21114,21130,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21121,21137,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21130,21146,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21137,21153,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21146,21162,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21153,21169,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21162,21178,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21169,21185,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21178,21194,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21185,21201,Home,Non-Flip
01,07,Negative task,R,Non-Manipulation,0,0,21194,21210,Home,Non-Flip
